,name,url,category,thc,cbd,rating,flavor&aroms,Top effect,description,feelings,negatives,flavors,help with
3974,Waldo,https://images.leafly.com/flower-images/defaults/purple/strain-9.png,Hybrid,,,3.375,,,"Waldo was bred in the Netherlands by Apothecary Genetics, and perhaps because of this upbringing, these descendents of Pez and Purple Cherry do better in cooler climates than most. They truly flourish in outdoor tropical climates, where they can grow over 6 feet, but indoors these plants will stay medium height and grow wide and branchy. Flowering usually occurs at 8 or 9 weeks. Though this hybrid tends to be sativa dominant, the long-lasting high is generally more cerebral with enough indica kick to ease tension. These energetic effects may not make Waldo a good choice for night time or those treating anxiety. Instead, Waldo’s spicy flowers might be the perfect addition to a sociable evening.
 ","tingly,hungry,creative","dizzy,headache,paranoid","spicy/herbal,skunk,pungent","Anxiety
100% of people say it helps with anxiety
Nausea
66% of people say it helps with nausea
Pain
66% of people say it helps with pain"
3975,Testarossa,https://images.leafly.com/flower-images/defaults/red-orange-amber/strain-4.png,Hybrid,,,5.0,,,"Bred by Aficionado Seeds, Testarossa crosses Zkittlez and Magnum Opus. Magnum Opus brings an increase in resin production and a resistance to powdery mildew to the award-winning Zkittlez. This strain reeks of gasoline, but also includes fruity notes of lavender, orange, and grapes. This is a heavy strain, so expect to get comfortable right where you are once you exhale.","tingly,sleepy,uplifted",,"rose,apricot,skunk","Cramps
100% of people say it helps with cramps
Inflammation
100% of people say it helps with inflammation
Insomnia
100% of people say it helps with insomnia"
3976,Deadband,https://images.leafly.com/flower-images/defaults/generic/strain-2.png,,,,4.666666666666667,,,"If you've smoked, dabbed, or otherwise enjoyed this strain, Deadband, before let us know! Leave a review.",,,,
3977,Iverson 01,https://images.leafly.com/flower-images/defaults/generic/strain-4.png,Hybrid,,,4.5,,,"If you've smoked, dabbed, or otherwise enjoyed this strain, Iverson 01, before let us know! Leave a review.","energetic,uplifted,euphoric",,"tropical,diesel,pungent",
3978,Oro Blanco Kief,https://images.leafly.com/flower-images/defaults/generic/strain-27.png,,,,5.0,,,"If you've smoked, dabbed, or otherwise enjoyed this strain, Oro Blanco Kief, before let us know! Leave a review.","relaxed,giggly,happy","anxious,dry mouth,dry eyes","tar,apricot,ammonia","Lack of appetite
40% of people say it helps with lack of appetite
Nausea
40% of people say it helps with nausea
Stress
40% of people say it helps with stress"
3979,NorEaster,https://images.leafly.com/flower-images/defaults/generic/strain-7.png,Hybrid,,,4.25,,,"NorEaster is a hybrid marijuana strain. We're still learning about the flavors and effects of NorEaster - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.","focused,creative,euphoric",,,
3980,Fuego Banana,https://images.leafly.com/flower-images/defaults/generic/strain-27.png,,19.0,0.0,0.0,,,"Fuego Banana is a weed strain. Fuego Banana has 19% THC and 1% CBG. The dominant terpene in this strain is limonene. If you've smoked, dabbed, or otherwise enjoyed this strain, Fuego Banana, before let us know! Leave a review.",,,,
3981,Lime Tart,https://images.leafly.com/flower-images/defaults/short-dense-heavy/strain-8.png,Indica,,,5.0,,,"Lime Tart by Wolf Genetics is a strain with undisclosed genetics and an enticing terpene profile. Laying into the body with heavy effects, Lime Tart relaxes and centers the consumer, leaving good vibes and sweet thoughts in the mind while unknotting physical tension. At the right dose, Lime Tart is exceptionally social, spurring mellow yet heady conversation while sharing in the lemon-lime cheesecake flavor this strain has become famous for. The lush plants finish flowering in approximately 60 to 70 days and is sure to excite the palates of new and seasoned cannabis consumers alike. ","aroused,euphoric,focused",,"lime,cheese,peach","Pain
50% of people say it helps with pain
Stress
50% of people say it helps with stress
Depression
25% of people say it helps with depression"
3982,Kaua’i Electric,https://images.leafly.com/flower-images/defaults/light-green/strain-1.png,Sativa,,,4.8,,,"Kaua’i Electric is a Hawaiian landrace sativa that has been cultivated on the Powerline trail near Mt. Wai’ale’ale, also known as the rainiest place on Earth. This hearty sativa exhibits a range of bright tropical colors and smells of passionfruit and guava. The flavors are fresh and tropical with an aftertaste of skunk and earth. Kaua’i Electric has a carefree cerebral energy while leaving the body light and blissful.   ","energetic,creative,aroused","paranoid,dry eyes,dry mouth","tropical,mango,skunk","Depression
50% of people say it helps with depression
Stress
50% of people say it helps with stress
Fatigue
37% of people say it helps with fatigue"
3983,El-Na,https://images.leafly.com/flower-images/defaults/generic/strain-25.png,Hybrid,,,5.0,,,"El-Na, an Israeli strain bred by Tikun Olam, is a 50/50 hybrid intended for treatment of chronic pain and nausea. Its balanced genetics provide medical marijuana patients with stress relief and an elevated mood. El-Na is a mild-strength option for consumers less accustomed to cannabis’ psychoactive effects.","aroused,tingly,happy",,"pine,pungent,earthy","Cramps
100% of people say it helps with cramps
Headaches
100% of people say it helps with headaches
Inflammation
100% of people say it helps with inflammation"
3984,SR-71,https://images.leafly.com/flower-images/defaults/generic/strain-11.png,,,,5.0,,,"If you've smoked, dabbed, or otherwise enjoyed this strain, SR-71, before let us know! Leave a review.","tingly,sleepy,uplifted",,"vanilla,chestnut,menthol","Insomnia
100% of people say it helps with insomnia
Muscle spasms
100% of people say it helps with muscle spasms
Pain
100% of people say it helps with pain"
3985,Atmosphere,https://images.leafly.com/flower-images/defaults/frosty/strain-3.png,Hybrid,,,4.833333333333333,,,"Atmosphere is a balanced hybrid cross between two predominant strains: White Widow and OG Kush. Its frosty, resinous buds offer a piney aroma with citrus undertones. Effects are largely cerebral, inducing euphoria and creativity at onset and settling into physical relaxation.","tingly,euphoric,uplifted","anxious,dry eyes,dry mouth","pineapple,tree fruit,woody","Stress
45% of people say it helps with stress
Depression
36% of people say it helps with depression
Lack of appetite
27% of people say it helps with lack of appetite"
3986,Glue Cookies,https://images.leafly.com/flower-images/defaults/generic/strain-3.png,Hybrid,,,4.333333333333333,,,"If you've smoked, dabbed, or otherwise enjoyed this strain, Glue Cookies, before let us know! Leave a review.",,,,
3987,LA Beatnik,https://images.leafly.com/flower-images/defaults/generic/strain-29.png,Hybrid,23.0,0.0,4.5,skunk,relaxed,"LA Beatnik is a calming indica-dominant hybrid marijuana strain. We're still learning about the flavors and effects of LA Beatnik - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.","relaxed,hungry,sleepy",,"skunk,lavender,grapefruit","Eye pressure
25% of people say it helps with eye pressure
Lack of appetite
25% of people say it helps with lack of appetite
Anxiety
25% of people say it helps with anxiety"
3988,Mama Mia,https://images.leafly.com/flower-images/defaults/generic/strain-28.png,Hybrid,18.0,0.0,4.5,hungry,hungry,"Mama Mia is a hybrid weed strain. Reviewers on Leafly say this strain makes them feel hungry, sleepy, and euphoric. Mama Mia has 18% THC and 1% CBG. The dominant terpene in this strain is myrcene. If you've smoked, dabbed, or otherwise enjoyed this strain, Mama Mia, before let us know! Leave a review.","hungry,sleepy,euphoric",,,"Depression
100% of people say it helps with depression
Headaches
100% of people say it helps with headaches
Inflammation
100% of people say it helps with inflammation"
3989,Hindu Sour,https://images.leafly.com/flower-images/defaults/purple/strain-17.png,Hybrid,,,4.5,,,"Bred by Burnwell Farms, Hindu Sour is a sativa-dominant hybrid cross of Hindu Kush and Sour Diesel. Buds tend to be light green with orange hairs and purple accents, grinding into a beautiful assortment of cannabis colors. The aroma is pungently earthy with slightly sweet undertones. The flavor is sour and spicy, producing an amazingly smooth smoke and uplifting experience.","creative,giggly,talkative","dry eyes,dizzy,dry mouth","tobacco,cheese,diesel","Depression
12% of people say it helps with depression
Fatigue
12% of people say it helps with fatigue
Insomnia
12% of people say it helps with insomnia"
3990,Fire Haze,https://images.leafly.com/flower-images/defaults/generic/strain-12.png,Sativa,,,4.086956521739131,,,"Fire Haze is a true sativa. Great for consumers who suffer from stress, anxiety, and headaches, this strain is mentally stimulating and upbeat. The effects of Fire Haze are felt most strongly in the head, providing consumers with focus and tension reduction in both the head and neck. Sociable and energizing, Fire Haze is a great daytime strain. It features a strong herbal scent and a musky, nutty taste. This may not be a good strain for those who suffer from acute pain, as it does not provide the same muscle-relaxing sensations that are found in indicas.","focused,energetic,talkative","paranoid,dry mouth,dry eyes","nutty,chestnut,woody","Stress
51% of people say it helps with stress
Depression
29% of people say it helps with depression
Pain
18% of people say it helps with pain"
3991,Strawberry Gum,https://images.leafly.com/flower-images/defaults/long-fluffy-wispy/strain-6.png,Hybrid,,,4.5,,,Advanced Seeds from Spain created the fruity Strawberry Gum by crossing Bubble Gum with a select Strawberry. This strain offers a delicious terpene profile of sweet berry flavors with a distinct tartness that sticks around long after smoking. The high may start as an uplifting adventure before softly bringing you into a deep state of relaxation. Strawberry Gum is a great option for anyone looking to get stoned while getting on with their day.,,,,
3992,Red Bullz,https://images.leafly.com/flower-images/defaults/red-orange-amber/strain-1.png,Hybrid,,,4.166666666666667,,,"Red Bullz is a 2022 strain from top breeder Compound Genetics. Red Bullz is a cross of Grape Gas and White Runtz. It can smell like grape confections with tropical, spice, and fuel notes. Users have reported Red Bullz can feel very energetic.",,,,
3993,Cougar Piss,https://images.leafly.com/flower-images/defaults/generic/strain-8.png,Hybrid,,,5.0,,,"Bred by Rare Dankness, Cougar Piss is a stinky cross between SoCal Cat Piss and Afghani #1 IBL. The strain comes out with a very skunky aroma. Give Cougar Piss a try if you are a fan of the Cat Piss genetics, but also want a bit more of a mellow high. ","talkative,focused,euphoric",,"grapefruit,tropical,lemon",
3994,Galactic Animal,https://images.leafly.com/flower-images/defaults/generic/strain-1.png,Hybrid,23.0,0.0,5.0,lemon,giggly,"Galactic Animal is an indica-dominant hybrid marijuana strain. We're still learning about the flavors and effects of Galactic Animal - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.","giggly,creative,euphoric",,"lemon,diesel,berry",
3995,Carmel Cough,https://images.leafly.com/flower-images/defaults/generic/strain-36.png,Hybrid,,,5.0,,,"Bred by Dynasty Genetics, Carmel Cough is a hybrid cross between The Cough and Ms. Universe #10. The high is creative and thought-provoking, making it a great choice for an open-ended afternoon with good company. However, beware of its potency—The Cough is a powerhouse of a strain that celebrates Haze genetics, and its strength is passed down to Carmel Cough","focused,creative,energetic",,"woody,pungent,berry","Depression
100% of people say it helps with depression
Pain
100% of people say it helps with pain
Stress
100% of people say it helps with stress"
